technique_id,name,phases,platforms,permissions
T1205,Traffic Signaling,"defense-evasion,persistence,command-and-control","Linux,macOS,Network Devices,Windows",None
T1021.008,Direct Cloud VM Connections,lateral-movement,IaaS,None
T1218,System Binary Proxy Execution,defense-evasion,"Windows,Linux,macOS",None
T1070.006,Timestomp,defense-evasion,"ESXi,Linux,macOS,Windows",None
T1557.004,Evil Twin,"credential-access,collection",Network Devices,None
T1620,Reflective Code Loading,defense-evasion,"Linux,macOS,Windows",None
T1016.002,Wi-Fi Discovery,discovery,"Linux,Windows,macOS",None
T1480.002,Mutual Exclusion,defense-evasion,"Linux,macOS,Windows",None
T1564.011,Ignore Process Interrupts,defense-evasion,"Linux,macOS,Windows",None
T1611,Escape to Host,privilege-escalation,"Windows,Linux,Containers,ESXi",None
T1518.002,Backup Software Discovery,discovery,"Windows,macOS,Linux",None
T1547.009,Shortcut Modification,"persistence,privilege-escalation",Windows,None
T1010,Application Window Discovery,discovery,"Linux,Windows,macOS",None
T1569.003,Systemctl,execution,Linux,None
T1087.003,Email Account,discovery,"Windows,Office Suite",None
T1497.003,Time Based Checks,"defense-evasion,discovery","Linux,macOS,Windows",None
T1218.003,CMSTP,defense-evasion,Windows,None
T1563.001,SSH Hijacking,lateral-movement,"Linux,macOS",None
T1562.002,Disable Windows Event Logging,defense-evasion,Windows,None
T1029,Scheduled Transfer,exfiltration,"Linux,macOS,Windows",None
T1021.002,SMB/Windows Admin Shares,lateral-movement,Windows,None
T1525,Implant Internal Image,persistence,"IaaS,Containers",None
T1572,Protocol Tunneling,command-and-control,"ESXi,Linux,macOS,Windows",None
T1218.002,Control Panel,defense-evasion,Windows,None
T1599.001,Network Address Translation Traversal,defense-evasion,Network Devices,None
T1608.002,Upload Tool,resource-development,PRE,None
T1547.005,Security Support Provider,"persistence,privilege-escalation",Windows,None
T1036.011,Overwrite Process Arguments,defense-evasion,Linux,None
T1550,Use Alternate Authentication Material,"defense-evasion,lateral-movement","Windows,SaaS,IaaS,Containers,Identity Provider,Office Suite,Linux",None
T1597.001,Threat Intel Vendors,reconnaissance,PRE,None
T1011,Exfiltration Over Other Network Medium,exfiltration,"Linux,macOS,Windows",None
T1602.002,Network Device Configuration Dump,collection,Network Devices,None
T1589,Gather Victim Identity Information,reconnaissance,PRE,None
T1562.004,Disable or Modify System Firewall,defense-evasion,"ESXi,Linux,macOS,Network Devices,Windows",None
T1560,Archive Collected Data,collection,"Linux,macOS,Windows",None
T1553.003,SIP and Trust Provider Hijacking,defense-evasion,Windows,None
T1185,Browser Session Hijacking,collection,Windows,None
T1021,Remote Services,lateral-movement,"Linux,macOS,Windows,IaaS,ESXi",None
T1071.003,Mail Protocols,command-and-control,"Linux,macOS,Network Devices,Windows",None
T1556.007,Hybrid Identity,"credential-access,defense-evasion,persistence","Windows,SaaS,IaaS,Office Suite,Identity Provider",None
T1595.002,Vulnerability Scanning,reconnaissance,PRE,None
T1059.009,Cloud API,execution,"IaaS,Identity Provider,Office Suite,SaaS",None
T1596,Search Open Technical Databases,reconnaissance,PRE,None
T1218.015,Electron Applications,defense-evasion,"Linux,macOS,Windows",None
T1562.012,Disable or Modify Linux Audit System,defense-evasion,Linux,None
T1207,Rogue Domain Controller,defense-evasion,Windows,None
T1553.006,Code Signing Policy Modification,defense-evasion,"Windows,macOS",None
T1610,Deploy Container,"defense-evasion,execution",Containers,None
T1112,Modify Registry,"defense-evasion,persistence",Windows,None
T1543.004,Launch Daemon,"persistence,privilege-escalation",macOS,None
T1580,Cloud Infrastructure Discovery,discovery,IaaS,None
T1555.003,Credentials from Web Browsers,credential-access,"Linux,macOS,Windows",None
T1574.008,Path Interception by Search Order Hijacking,"persistence,privilege-escalation,defense-evasion",Windows,None
T1491,Defacement,impact,"Windows,IaaS,Linux,macOS,ESXi",None
T1535,Unused/Unsupported Cloud Regions,defense-evasion,IaaS,None
T1557.003,DHCP Spoofing,"credential-access,collection","Linux,Windows,macOS",None
T1563,Remote Service Session Hijacking,lateral-movement,"Linux,macOS,Windows",None
T1564.013,Bind Mounts,defense-evasion,Linux,None
T1027.001,Binary Padding,defense-evasion,"Linux,Windows,macOS",None
T1505.003,Web Shell,persistence,"Linux,macOS,Network Devices,Windows",None
T1484.001,Group Policy Modification,"defense-evasion,privilege-escalation",Windows,None
T1217,Browser Information Discovery,discovery,"Linux,macOS,Windows",None
T1552.004,Private Keys,credential-access,"Linux,macOS,Network Devices,Windows",None
T1583.004,Server,resource-development,PRE,None
T1021.006,Windows Remote Management,lateral-movement,Windows,None
T1011.001,Exfiltration Over Bluetooth,exfiltration,"Linux,macOS,Windows",None
T1078.001,Default Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Windows,SaaS,IaaS,Linux,macOS,Containers,Network Devices,Office Suite,Identity Provider,ESXi",None
T1547.003,Time Providers,"persistence,privilege-escalation",Windows,None
T1546.005,Trap,"privilege-escalation,persistence","macOS,Linux",None
T1574.006,Dynamic Linker Hijacking,"persistence,privilege-escalation,defense-evasion","Linux,macOS",None
T1136.001,Local Account,persistence,"Linux,macOS,Windows,Network Devices,Containers,ESXi",None
T1681,Search Threat Vendor Data,reconnaissance,PRE,None
T1674,Input Injection,execution,"Windows,macOS,Linux",None
T1092,Communication Through Removable Media,command-and-control,"Linux,macOS,Windows",None
T1070.001,Clear Windows Event Logs,defense-evasion,Windows,None
T1585.002,Email Accounts,resource-development,PRE,None
T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,"credential-access,collection",Windows,None
T1222,File and Directory Permissions Modification,defense-evasion,"ESXi,Linux,macOS,Windows",None
T1003.001,LSASS Memory,credential-access,Windows,None
T1176.002,IDE Extensions,persistence,"Linux,macOS,Windows",None
T1595,Active Scanning,reconnaissance,PRE,None
T1027.016,Junk Code Insertion,defense-evasion,"Linux,macOS,Windows",None
T1548,Abuse Elevation Control Mechanism,"privilege-escalation,defense-evasion","Linux,macOS,Windows,IaaS,Office Suite,Identity Provider",None
T1134.002,Create Process with Token,"defense-evasion,privilege-escalation",Windows,None
T1548.001,Setuid and Setgid,"privilege-escalation,defense-evasion","Linux,macOS",None
T1547.004,Winlogon Helper DLL,"persistence,privilege-escalation",Windows,None
T1021.003,Distributed Component Object Model,lateral-movement,Windows,None
T1110.003,Password Spraying,credential-access,"Containers,ESXi,IaaS,Identity Provider,Linux,Network Devices,Office Suite,SaaS,Windows,macOS",None
T1090.002,External Proxy,command-and-control,"ESXi,Linux,Network Devices,Windows,macOS",None
T1056.003,Web Portal Capture,"collection,credential-access","Linux,macOS,Windows",None
T1589.002,Email Addresses,reconnaissance,PRE,None
T1598.004,Spearphishing Voice,reconnaissance,PRE,None
T1003.005,Cached Domain Credentials,credential-access,"Windows,Linux",None
T1098.004,SSH Authorized Keys,"persistence,privilege-escalation","Linux,macOS,IaaS,Network Devices,ESXi",None
T1673,Virtual Machine Discovery,discovery,"ESXi,Linux,macOS,Windows",None
T1590.006,Network Security Appliances,reconnaissance,PRE,None
T1546.012,Image File Execution Options Injection,"privilege-escalation,persistence",Windows,None
T1218.008,Odbcconf,defense-evasion,Windows,None
T1593.002,Search Engines,reconnaissance,PRE,None
T1591.002,Business Relationships,reconnaissance,PRE,None
T1548.005,Temporary Elevated Cloud Access,"privilege-escalation,defense-evasion","IaaS,Office Suite,Identity Provider",None
T1125,Video Capture,collection,"Windows,macOS,Linux",None
T1055.013,Process Doppelgänging,"defense-evasion,privilege-escalation",Windows,None
T1016,System Network Configuration Discovery,discovery,"ESXi,Linux,macOS,Network Devices,Windows",None
T1578.003,Delete Cloud Instance,defense-evasion,IaaS,None
T1593.003,Code Repositories,reconnaissance,PRE,None
T1574.005,Executable Installer File Permissions Weakness,"persistence,privilege-escalation,defense-evasion",Windows,None
T1546.008,Accessibility Features,"privilege-escalation,persistence",Windows,None
T1496.002,Bandwidth Hijacking,impact,"Linux,Windows,macOS,IaaS,Containers",None
T1087,Account Discovery,discovery,"ESXi,IaaS,Identity Provider,Linux,macOS,Office Suite,SaaS,Windows",None
T1090,Proxy,command-and-control,"ESXi,Linux,macOS,Network Devices,Windows",None
T1059,Command and Scripting Interpreter,execution,"ESXi,IaaS,Identity Provider,Linux,macOS,Network Devices,Office Suite,Windows",None
T1204.005,Malicious Library,execution,"Linux,macOS,Windows",None
T1562.006,Indicator Blocking,defense-evasion,"Windows,macOS,Linux,ESXi",None
T1136.002,Domain Account,persistence,"Linux,macOS,Windows",None
T1564.014,Extended Attributes,defense-evasion,"Linux,macOS",None
T1589.003,Employee Names,reconnaissance,PRE,None
T1677,Poisoned Pipeline Execution,execution,SaaS,None
T1482,Domain Trust Discovery,discovery,Windows,None
T1558.001,Golden Ticket,credential-access,Windows,None
T1020,Automated Exfiltration,exfiltration,"Linux,macOS,Network Devices,Windows",None
T1592.004,Client Configurations,reconnaissance,PRE,None
T1562.007,Disable or Modify Cloud Firewall,defense-evasion,IaaS,None
T1219.001,IDE Tunneling,command-and-control,"Linux,macOS,Windows",None
T1036.002,Right-to-Left Override,defense-evasion,"Linux,macOS,Windows",None
T1588.001,Malware,resource-development,PRE,None
T1027.017,SVG Smuggling,defense-evasion,"Linux,macOS,Windows",None
T1542.002,Component Firmware,"persistence,defense-evasion","Windows,Linux,macOS",None
T1070,Indicator Removal,defense-evasion,"Containers,ESXi,Linux,macOS,Network Devices,Office Suite,Windows",None
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,"Linux,macOS,Windows,ESXi",None
T1137.001,Office Template Macros,persistence,"Windows,Office Suite",None
T1583.003,Virtual Private Server,resource-development,PRE,None
T1213.001,Confluence,collection,SaaS,None
T1550.003,Pass the Ticket,"defense-evasion,lateral-movement",Windows,None
T1609,Container Administration Command,execution,Containers,None
T1083,File and Directory Discovery,discovery,"ESXi,Linux,macOS,Network Devices,Windows",None
T1568,Dynamic Resolution,command-and-control,"Linux,macOS,Windows,ESXi",None
T1036.004,Masquerade Task or Service,defense-evasion,"Linux,macOS,Windows",None
T1055.004,Asynchronous Procedure Call,"defense-evasion,privilege-escalation",Windows,None
T1020.001,Traffic Duplication,exfiltration,"Network Devices,IaaS",None
T1647,Plist File Modification,defense-evasion,macOS,None
T1127.003,JamPlus,defense-evasion,Windows,None
T1546.009,AppCert DLLs,"privilege-escalation,persistence",Windows,None
T1114.003,Email Forwarding Rule,collection,"Linux,macOS,Office Suite,Windows",None
T1074,Data Staged,collection,"Windows,IaaS,Linux,macOS,ESXi",None
T1649,Steal or Forge Authentication Certificates,credential-access,"Windows,Linux,macOS,Identity Provider",None
T1098.005,Device Registration,"persistence,privilege-escalation","Windows,Identity Provider",None
T1049,System Network Connections Discovery,discovery,"Windows,IaaS,Linux,macOS,Network Devices,ESXi",None
T1584,Compromise Infrastructure,resource-development,PRE,None
T1553.005,Mark-of-the-Web Bypass,defense-evasion,Windows,None
T1600.002,Disable Crypto Hardware,defense-evasion,Network Devices,None
T1542,Pre-OS Boot,"defense-evasion,persistence","Linux,Network Devices,Windows,macOS",None
T1612,Build Image on Host,defense-evasion,Containers,None
T1055.002,Portable Executable Injection,"defense-evasion,privilege-escalation",Windows,None
T1218.012,Verclsid,defense-evasion,Windows,None
T1586,Compromise Accounts,resource-development,PRE,None
T1569.001,Launchctl,execution,macOS,None
T1584.005,Botnet,resource-development,PRE,None
T1059.008,Network Device CLI,execution,Network Devices,None
T1552.003,Shell History,credential-access,"Linux,macOS,Windows",None
T1562.010,Downgrade Attack,defense-evasion,"Windows,Linux,macOS",None
T1559.003,XPC Services,execution,macOS,None
T1497,Virtualization/Sandbox Evasion,"defense-evasion,discovery","Linux,macOS,Windows",None
T1102,Web Service,command-and-control,"ESXi,Linux,Windows,macOS",None
T1552.001,Credentials In Files,credential-access,"Containers,IaaS,Linux,macOS,Windows",None
T1568.003,DNS Calculation,command-and-control,"Linux,macOS,Windows,ESXi",None
T1218.005,Mshta,defense-evasion,Windows,None
T1547.015,Login Items,"persistence,privilege-escalation",macOS,None
T1608,Stage Capabilities,resource-development,PRE,None
T1608.005,Link Target,resource-development,PRE,None
T1104,Multi-Stage Channels,command-and-control,"Linux,macOS,Windows,ESXi",None
T1657,Financial Theft,impact,"Linux,macOS,Office Suite,SaaS,Windows",None
T1480,Execution Guardrails,defense-evasion,"ESXi,Linux,macOS,Windows",None
T1619,Cloud Storage Object Discovery,discovery,IaaS,None
T1606.001,Web Cookies,credential-access,"Linux,macOS,Windows,SaaS,IaaS",None
T1654,Log Enumeration,discovery,"ESXi,IaaS,Linux,macOS,Windows",None
T1134.001,Token Impersonation/Theft,"defense-evasion,privilege-escalation",Windows,None
T1567.001,Exfiltration to Code Repository,exfiltration,"Linux,macOS,Windows,ESXi",None
T1021.007,Cloud Services,lateral-movement,"IaaS,Identity Provider,Office Suite,SaaS",None
T1205.001,Port Knocking,"defense-evasion,persistence,command-and-control","Linux,macOS,Windows,Network Devices",None
T1027.012,LNK Icon Smuggling,defense-evasion,Windows,None
T1583.006,Web Services,resource-development,PRE,None
T1528,Steal Application Access Token,credential-access,"SaaS,Containers,IaaS,Office Suite,Identity Provider",None
T1598.002,Spearphishing Attachment,reconnaissance,PRE,None
T1098.001,Additional Cloud Credentials,"persistence,privilege-escalation","IaaS,Identity Provider,SaaS",None
T1204,User Execution,execution,"Linux,Windows,macOS,IaaS,Containers",None
T1491.001,Internal Defacement,impact,"ESXi,Linux,macOS,Windows",None
T1564.002,Hidden Users,defense-evasion,"macOS,Windows,Linux",None
T1134.003,Make and Impersonate Token,"defense-evasion,privilege-escalation",Windows,None
T1552.006,Group Policy Preferences,credential-access,Windows,None
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,"Linux,macOS,Windows,ESXi",None
T1087.004,Cloud Account,discovery,"IaaS,Identity Provider,Office Suite,SaaS",None
T1057,Process Discovery,discovery,"ESXi,Linux,macOS,Network Devices,Windows",None
T1562.003,Impair Command History Logging,defense-evasion,"ESXi,Linux,macOS,Network Devices,Windows",None
T1556.008,Network Provider DLL,"credential-access,defense-evasion,persistence",Windows,None
T1546.003,Windows Management Instrumentation Event Subscription,"privilege-escalation,persistence",Windows,None
T1596.004,CDNs,reconnaissance,PRE,None
T1497.002,User Activity Based Checks,"defense-evasion,discovery","Linux,Windows,macOS",None
T1496.004,Cloud Service Hijacking,impact,SaaS,None
T1585.003,Cloud Accounts,resource-development,PRE,None
T1072,Software Deployment Tools,"execution,lateral-movement","Linux,macOS,Network Devices,SaaS,Windows",None
T1041,Exfiltration Over C2 Channel,exfiltration,"ESXi,Linux,macOS,Windows",None
T1134.004,Parent PID Spoofing,"defense-evasion,privilege-escalation",Windows,None
T1591,Gather Victim Org Information,reconnaissance,PRE,None
T1606,Forge Web Credentials,credential-access,"SaaS,Windows,macOS,Linux,IaaS,Office Suite,Identity Provider",None
T1621,Multi-Factor Authentication Request Generation,credential-access,"Windows,Linux,macOS,IaaS,SaaS,Office Suite,Identity Provider",None
T1554,Compromise Host Software Binary,persistence,"Linux,macOS,Windows,ESXi",None
T1552.008,Chat Messages,credential-access,"SaaS,Office Suite",None
T1059.001,PowerShell,execution,Windows,None
T1546.001,Change Default File Association,"privilege-escalation,persistence",Windows,None
T1055.014,VDSO Hijacking,"defense-evasion,privilege-escalation",Linux,None
T1071.002,File Transfer Protocols,command-and-control,"ESXi,Linux,macOS,Network Devices,Windows",None
T1679,Selective Exclusion,defense-evasion,Windows,None
T1212,Exploitation for Credential Access,credential-access,"Linux,Windows,macOS,Identity Provider",None
T1546.014,Emond,"privilege-escalation,persistence",macOS,None
T1102.003,One-Way Communication,command-and-control,"Linux,macOS,Windows,ESXi",None
T1590,Gather Victim Network Information,reconnaissance,PRE,None
T1210,Exploitation of Remote Services,lateral-movement,"Linux,Windows,macOS,ESXi",None
T1534,Internal Spearphishing,lateral-movement,"Windows,macOS,Linux,SaaS,Office Suite",None
T1574.010,Services File Permissions Weakness,"persistence,privilege-escalation,defense-evasion",Windows,None
T1547.001,Registry Run Keys / Startup Folder,"persistence,privilege-escalation",Windows,None
T1199,Trusted Relationship,initial-access,"Windows,SaaS,IaaS,Linux,macOS,Identity Provider,Office Suite",None
T1136.003,Cloud Account,persistence,"IaaS,SaaS,Office Suite,Identity Provider",None
T1069.001,Local Groups,discovery,"Linux,macOS,Windows",None
T1593,Search Open Websites/Domains,reconnaissance,PRE,None
T1562.013,Disable or Modify Network Device Firewall,defense-evasion,Network Devices,None
T1098,Account Manipulation,"persistence,privilege-escalation","Containers,ESXi,IaaS,Identity Provider,Linux,macOS,Network Devices,Office Suite,SaaS,Windows",None
T1048,Exfiltration Over Alternative Protocol,exfiltration,"ESXi,IaaS,Linux,macOS,Network Devices,Office Suite,SaaS,Windows",None
T1547.006,Kernel Modules and Extensions,"persistence,privilege-escalation","macOS,Linux",None
T1678,Delay Execution,defense-evasion,"Linux,macOS,Windows",None
T1056.002,GUI Input Capture,"collection,credential-access","macOS,Windows,Linux",None
T1588.002,Tool,resource-development,PRE,None
T1052.001,Exfiltration over USB,exfiltration,"Linux,Windows,macOS",None
T1574.013,KernelCallbackTable,"persistence,privilege-escalation,defense-evasion",Windows,None
T1597,Search Closed Sources,reconnaissance,PRE,None
T1053.006,Systemd Timers,"execution,persistence,privilege-escalation",Linux,None
T1566,Phishing,initial-access,"Identity Provider,Linux,macOS,Office Suite,SaaS,Windows",None
T1542.004,ROMMONkit,"defense-evasion,persistence",Network Devices,None
T1218.001,Compiled HTML File,defense-evasion,Windows,None
T1496.001,Compute Hijacking,impact,"Windows,IaaS,Linux,macOS,Containers",None
T1070.005,Network Share Connection Removal,defense-evasion,Windows,None
T1090.003,Multi-hop Proxy,command-and-control,"ESXi,Linux,macOS,Network Devices,Windows",None
T1110,Brute Force,credential-access,"Containers,ESXi,IaaS,Identity Provider,Linux,macOS,Network Devices,Office Suite,SaaS,Windows",None
T1059.004,Unix Shell,execution,"ESXi,Linux,macOS,Network Devices",None
T1137.003,Outlook Forms,persistence,"Windows,Office Suite",None
T1219.003,Remote Access Hardware,command-and-control,"Linux,macOS,Windows",None
T1562.001,Disable or Modify Tools,defense-evasion,"Containers,IaaS,Linux,macOS,Network Devices,Windows",None
T1565,Data Manipulation,impact,"Linux,macOS,Windows",None
T1559,Inter-Process Communication,execution,"Linux,macOS,Windows",None
T1001,Data Obfuscation,command-and-control,"ESXi,Linux,macOS,Windows",None
T1039,Data from Network Shared Drive,collection,"Linux,macOS,Windows",None
T1584.006,Web Services,resource-development,PRE,None
T1601,Modify System Image,defense-evasion,Network Devices,None
T1574,Hijack Execution Flow,"persistence,privilege-escalation,defense-evasion","Linux,macOS,Windows",None
T1036.012,Browser Fingerprint,defense-evasion,"Linux,macOS,Windows",None
T1059.011,Lua,execution,"Linux,Network Devices,Windows,macOS",None
T1027.005,Indicator Removal from Tools,defense-evasion,"Linux,macOS,Windows",None
T1204.003,Malicious Image,execution,"IaaS,Containers",None
T1543.005,Container Service,"persistence,privilege-escalation",Containers,None
T1078,Valid Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Containers,ESXi,IaaS,Identity Provider,Linux,macOS,Network Devices,Office Suite,SaaS,Windows",None
T1571,Non-Standard Port,command-and-control,"ESXi,Linux,macOS,Windows",None
T1585.001,Social Media Accounts,resource-development,PRE,None
T1055.012,Process Hollowing,"defense-evasion,privilege-escalation",Windows,None
T1068,Exploitation for Privilege Escalation,privilege-escalation,"Containers,Linux,macOS,Windows",None
T1564.009,Resource Forking,defense-evasion,macOS,None
T1531,Account Access Removal,impact,"Linux,macOS,Windows,SaaS,IaaS,Office Suite,ESXi",None
T1110.004,Credential Stuffing,credential-access,"Windows,SaaS,IaaS,Linux,macOS,Containers,Network Devices,Office Suite,Identity Provider,ESXi",None
T1027,Obfuscated Files or Information,defense-evasion,"ESXi,Linux,macOS,Network Devices,Windows",None
T1556.006,Multi-Factor Authentication,"credential-access,defense-evasion,persistence","Windows,SaaS,IaaS,Linux,macOS,Office Suite,Identity Provider",None
T1114.002,Remote Email Collection,collection,"Windows,Office Suite",None
T1505.004,IIS Components,persistence,Windows,None
T1036.001,Invalid Code Signature,defense-evasion,"Windows,macOS",None
T1564.006,Run Virtual Instance,defense-evasion,"Linux,macOS,Windows,ESXi",None
T1027.014,Polymorphic Code,defense-evasion,"Windows,macOS,Linux",None
T1201,Password Policy Discovery,discovery,"Windows,Linux,macOS,IaaS,Network Devices,Identity Provider,SaaS,Office Suite",None
T1546,Event Triggered Execution,"privilege-escalation,persistence","Linux,macOS,Windows,SaaS,IaaS,Office Suite",None
T1546.004,Unix Shell Configuration Modification,"privilege-escalation,persistence","Linux,macOS",None
T1187,Forced Authentication,credential-access,Windows,None
T1134.005,SID-History Injection,"defense-evasion,privilege-escalation",Windows,None
T1599,Network Boundary Bridging,defense-evasion,Network Devices,None
T1486,Data Encrypted for Impact,impact,"ESXi,IaaS,Linux,macOS,Windows",None
T1553,Subvert Trust Controls,defense-evasion,"Windows,macOS,Linux",None
T1548.004,Elevated Execution with Prompt,"privilege-escalation,defense-evasion",macOS,None
T1592.003,Firmware,reconnaissance,PRE,None
T1573,Encrypted Channel,command-and-control,"ESXi,Linux,macOS,Network Devices,Windows",None
T1547.002,Authentication Package,"persistence,privilege-escalation",Windows,None
T1218.010,Regsvr32,defense-evasion,Windows,None
T1567.003,Exfiltration to Text Storage Sites,exfiltration,"Linux,macOS,Windows,ESXi",None
T1592.002,Software,reconnaissance,PRE,None
T1056,Input Capture,"collection,credential-access","Linux,macOS,Network Devices,Windows",None
T1566.004,Spearphishing Voice,initial-access,"Linux,macOS,Windows,Identity Provider",None
T1587.004,Exploits,resource-development,PRE,None
T1593.001,Social Media,reconnaissance,PRE,None
T1213.004,Customer Relationship Management Software,collection,SaaS,None
T1546.015,Component Object Model Hijacking,"privilege-escalation,persistence",Windows,None
T1589.001,Credentials,reconnaissance,PRE,None
T1195.002,Compromise Software Supply Chain,initial-access,"Linux,Windows,macOS",None
T1036.003,Rename Legitimate Utilities,defense-evasion,"Linux,macOS,Windows",None
T1102.002,Bidirectional Communication,command-and-control,"Linux,macOS,Windows,ESXi",None
T1203,Exploitation for Client Execution,execution,"Linux,macOS,Windows",None
T1595.003,Wordlist Scanning,reconnaissance,PRE,None
T1667,Email Bombing,impact,"Linux,Office Suite,Windows,macOS",None
T1562.011,Spoof Security Alerting,defense-evasion,"Windows,macOS,Linux",None
T1137.004,Outlook Home Page,persistence,"Windows,Office Suite",None
T1573.002,Asymmetric Cryptography,command-and-control,"ESXi,Linux,macOS,Network Devices,Windows",None
T1567.002,Exfiltration to Cloud Storage,exfiltration,"ESXi,Linux,macOS,Windows",None
T1570,Lateral Tool Transfer,lateral-movement,"ESXi,Linux,macOS,Windows",None
T1574.009,Path Interception by Unquoted Path,"persistence,privilege-escalation,defense-evasion",Windows,None
T1608.003,Install Digital Certificate,resource-development,PRE,None
T1037.005,Startup Items,"persistence,privilege-escalation",macOS,None
T1614.001,System Language Discovery,discovery,"Linux,macOS,Windows",None
T1095,Non-Application Layer Protocol,command-and-control,"ESXi,Linux,macOS,Network Devices,Windows",None
T1059.013,Container CLI/API,execution,Containers,None
T1027.003,Steganography,defense-evasion,"Linux,macOS,Windows",None
T1584.002,DNS Server,resource-development,PRE,None
T1671,Cloud Application Integration,persistence,"Office Suite,SaaS",None
T1001.003,Protocol or Service Impersonation,command-and-control,"ESXi,Linux,macOS,Windows",None
T1012,Query Registry,discovery,Windows,None
T1030,Data Transfer Size Limits,exfiltration,"Linux,macOS,Windows,ESXi",None
T1550.004,Web Session Cookie,"defense-evasion,lateral-movement","SaaS,IaaS,Office Suite",None
T1078.002,Domain Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","ESXi,Linux,macOS,Windows",None
T1218.009,Regsvcs/Regasm,defense-evasion,Windows,None
T1546.018,Python Startup Hooks,"persistence,privilege-escalation","Linux,macOS,Windows",None
T1553.004,Install Root Certificate,defense-evasion,"Linux,macOS,Windows",None
T1037.003,Network Logon Script,"persistence,privilege-escalation",Windows,None
T1499,Endpoint Denial of Service,impact,"Windows,Linux,macOS,Containers,IaaS",None
T1027.004,Compile After Delivery,defense-evasion,"Linux,macOS,Windows",None
T1614,System Location Discovery,discovery,"IaaS,Linux,macOS,Windows",None
T1564.007,VBA Stomping,defense-evasion,"Linux,Windows,macOS",None
T1197,BITS Jobs,"defense-evasion,persistence",Windows,None
T1127.001,MSBuild,defense-evasion,Windows,None
T1656,Impersonation,defense-evasion,"Linux,macOS,Office Suite,SaaS,Windows",None
T1578.005,Modify Cloud Compute Configurations,defense-evasion,IaaS,None
T1090.004,Domain Fronting,command-and-control,"Linux,macOS,Windows,ESXi",None
T1557.002,ARP Cache Poisoning,"credential-access,collection","Linux,Windows,macOS",None
T1562.008,Disable or Modify Cloud Logs,defense-evasion,"IaaS,SaaS,Office Suite,Identity Provider",None
T1518.001,Security Software Discovery,discovery,"IaaS,Linux,macOS,Windows",None
T1564.003,Hidden Window,defense-evasion,"Linux,macOS,Windows",None
T1127.002,ClickOnce,defense-evasion,Windows,None
T1059.006,Python,execution,"ESXi,Linux,macOS,Windows",None
T1070.010,Relocate Malware,defense-evasion,"Linux,macOS,Windows,Network Devices",None
T1591.004,Identify Roles,reconnaissance,PRE,None
T1132,Data Encoding,command-and-control,"Linux,macOS,Windows,ESXi",None
T1546.010,AppInit DLLs,"privilege-escalation,persistence",Windows,None
T1598,Phishing for Information,reconnaissance,PRE,None
T1496,Resource Hijacking,impact,"Windows,IaaS,Linux,macOS,Containers,SaaS",None
T1585,Establish Accounts,resource-development,PRE,None
T1588,Obtain Capabilities,resource-development,PRE,None
T1546.002,Screensaver,"privilege-escalation,persistence",Windows,None
T1556.009,Conditional Access Policies,"credential-access,defense-evasion,persistence","IaaS,Identity Provider",None
T1578.002,Create Cloud Instance,defense-evasion,IaaS,None
T1555.006,Cloud Secrets Management Stores,credential-access,IaaS,None
T1213.003,Code Repositories,collection,SaaS,None
T1565.002,Transmitted Data Manipulation,impact,"Linux,macOS,Windows",None
T1003.008,/etc/passwd and /etc/shadow,credential-access,Linux,None
T1543.001,Launch Agent,"persistence,privilege-escalation",macOS,None
T1569,System Services,execution,"Windows,macOS,Linux",None
T1059.003,Windows Command Shell,execution,Windows,None
T1055.009,Proc Memory,"defense-evasion,privilege-escalation",Linux,None
T1650,Acquire Access,resource-development,PRE,None
T1601.001,Patch System Image,defense-evasion,Network Devices,None
T1558.002,Silver Ticket,credential-access,Windows,None
T1213,Data from Information Repositories,collection,"Linux,Windows,macOS,SaaS,IaaS,Office Suite",None
T1070.009,Clear Persistence,defense-evasion,"ESXi,Linux,Windows,macOS",None
T1059.012,Hypervisor CLI,execution,ESXi,None
T1555.004,Windows Credential Manager,credential-access,Windows,None
T1036.010,Masquerade Account Name,defense-evasion,"Linux,macOS,Windows,SaaS,IaaS,Containers,Office Suite,Identity Provider",None
T1200,Hardware Additions,initial-access,"Windows,Linux,macOS",None
T1219.002,Remote Desktop Software,command-and-control,"Linux,macOS,Windows",None
T1505,Server Software Component,persistence,"Windows,Linux,macOS,Network Devices,ESXi",None
T1485,Data Destruction,impact,"Containers,ESXi,IaaS,Linux,macOS,Windows",None
T1132.002,Non-Standard Encoding,command-and-control,"ESXi,Linux,macOS,Windows",None
T1556.001,Domain Controller Authentication,"credential-access,defense-evasion,persistence",Windows,None
T1537,Transfer Data to Cloud Account,exfiltration,"IaaS,Office Suite,SaaS",None
T1027.006,HTML Smuggling,defense-evasion,"Windows,Linux,macOS",None
T1556.005,Reversible Encryption,"credential-access,defense-evasion,persistence",Windows,None
T1027.010,Command Obfuscation,defense-evasion,"Linux,macOS,Windows",None
T1070.004,File Deletion,defense-evasion,"ESXi,Linux,macOS,Windows",None
